data	data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Mongolia	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Melanesia	
1	48879049	Argentina	0	90	351431	0	1260	17867	0	22	35439	0	94	0	0	0	134950	0	228336	17527528	0	0	509	118	462971	27389	85	0	2	3930	0	711060	0	80668	45	0
2	74815538	Brazil	0	0	12273	24460	0	0	0	0	5581286	0	330814	0	0	0	174235	270104	797736	46143594	452030	0	536111	0	1665234	52160	0	83	42	104	0	16950	0	143	0	0
3	12846693	South_x0020_America_x0020__x0028_other_x0029_	0	0	0	0	0	9475	0	1201	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	160230	Caribbean	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	315683	Central_x0020_America	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
6	84573086	USA	274	1	142487	134578	259937	0	3158503	264151	1528245	130	7370	0	0	0	0	52520	638679	44067504	490177	0	1786219	219	2678898	2092	24	1300	168	20	0	581838	32648	236369	13	0
7	3363873	Mexico	0	0	0	0	3	82	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	4523276	Canada	0	0	1373	468	101	305649	136	0	1224544	1111	61900	21	0	0	68252	0	18895	423998	12517	0	358503	0	233786	0	143	0	163	167	0	150289	99	3	641	0
10	10077367	European_x0020_Union	4	0	5	0	0	14	0	21	0	244	169	2917	18060	0	0	660	25284	88	17	0	0	0	9	3	0	1759	61	9	0	0	0	0	0	0
11	2344623	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	714	5013	8906	0	0	520117	0	0	60	0	3637	198652	13561	220301	6818	0	0	0	0	9913	0	0	0	0	0	0	144283	0	0	0	0
12	400348	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	599304	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	64869	17	0	0	1000	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	22368	Switzerland	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	138043	Central_x0020_Asia	0	0	0	0	0	0	0	0	2503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	746089	Iran	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2093156	Russia	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	8424	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	2036791	Western_x0020_Asia	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
21	137156050	China	0	0	20	0	0	34280	0	70	21520	0	0	0	0	600	0	300	76	0	233944	84	85844	242	15572	2	7468	78	102	2	0	0	0	8	1440	0
22	1668355	Korea	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	184	0	3	0	0	0	9	0	0	0	0	12	0	0	0	0	0
23	87	Mongolia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2986037	Japan	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	12214596	India	0	0	0	10	0	4670	0	11499	3829	0	0	0	8	0	0	1	1374	4502	2	0	4	0	2342	1386	1890	0	1034	198	0	0	0	0	57	3
26	6764428	South_x002D_Eastern_x0020_Asia	0	0	13	0	0	178	0	9	18	0	1	0	0	0	0	0	48	772	30	0	15	0	0	215	20	0	0	0	0	0	0	0	3	10
27	182262	Southern_x0020_Asia_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	560484	Eastern_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1035	32	0	81	1769	0	0	0	0	0	0	0
29	39895	Middle_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	713341	Southern_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	40535	0	1923	17	0	8	0	0	0	0	0	0
31	607191	Western_x0020_Africa	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
32	12	Algeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	1634205	Egypt	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
34	33773	Morocco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	317191	Northern_x0020_Africa_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	31949	Australia_x0020_and_x0020_New_x0020_Zealand	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2376	101	0	0	17	3	0	0	0	0	0	0	0	0	0	0	544
38	557	Melanesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
