data	data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Melanesia	Polynesia	
1	31417313	Argentina	0	127	106303	0	0	8078	0	190	44570	0	0	0	0	0	414891	0	182456	6286444	0	2039	0	175452	0	0	0	2	0	0	193751	0	20622	0	0	0
2	57597333	Brazil	13022	0	32662	60	0	820	45752	342	8664455	0	420649	0	20999	0	117000	0	256085	33015698	497282	586781	0	931141	136185	5	100	41	20	0	169828	141633	0	0	0	0
3	7430749	South_x0020_America_x0020__x0028_other_x0029_	410344	251799	0	89615	0	27127	0	62	19034	0	0	0	172804	0	70075	0	34565	270338	0	580	0	0	0	14	0	0	0	0	0	0	0	0	0	0
4	250024	Caribbean	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	254170	Central_x0020_America	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	91883811	USA	567	0	330400	159911	208790	0	3284902	400870	1992185	0	0	0	63219	0	261021	98970	1440061	49251036	614543	2536866	13	2580849	776	98	0	107	0	0	1131093	107002	227275	67	0	0
7	3451554	Mexico	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	3917812	Canada	0	25	282	425	107	320074	0	0	895919	57	0	119	0	0	147515	42332	174988	352276	401	353622	42	166002	0	147	0	0	82	0	0	39	0	751	0	0
10	12693839	European_x0020_Union	1	0	0	0	0	8	0	164	0	707	303	8799	9859	0	0	89	17350	176	0	0	1	18	0	1	1426	1	3	0	0	0	0	0	0	0
11	1093477	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	3780	0	0	191678	0	0	0	1583	4645	0	12593	40217	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	421228	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	482155	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	12111	56	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	271465	Switzerland	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	99076	Central_x0020_Asia	0	0	0	0	0	0	0	0	3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	1217979	Iran	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	1097647	Russia	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	3202	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	2286132	Western_x0020_Asia	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
21	119147570	China	0	0	20	2	18	100658	0	7756	29006	0	276	0	0	0	0	0	106	0	388704	101208	0	44564	10	48	108	12	12	24	0	0	212	2366	0	26
22	1992304	Korea	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	3821645	Japan	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	9964629	India	0	0	0	11	0	5631	0	1623	1107	0	0	0	1	0	0	1	489	678	0	10294	0	2330	2539	69	0	0	6	0	0	0	0	18	0	0
26	5730916	South_x002D_Eastern_x0020_Asia	0	0	0	0	0	135	0	5	27	0	0	0	0	0	0	0	441	152	38	12	72	0	98	30	0	0	0	0	0	0	0	4	0	0
27	225173	Southern_x0020_Asia_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28	548273	Eastern_x0020_Africa	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	21	7003	0	0	0	0	46	0	0	0
