data	data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Micronesia	Melanesia	
1	31750444	Argentina	0	0	154076	44235	0	14481	33000	416	154320	0	0	0	181	0	0	0	545654	8772562	0	157	0	940027	57160	6600	0	0	0	0	165891	0	0	0	0	0
2	49888672	Brazil	17500	0	196629	0	17095	241841	447279	379	9184709	0	342701	23348	131	0	627500	0	383092	13038018	272133	381047	0	403668	69264	0	53	0	0	65	5602	114645	0	0	0	0
3	6215900	South_x0020_America_x0020__x0028_other_x0029_	155932	338731	0	911841	3225	2560	0	442	91821	0	0	0	287053	0	45549	0	18498	40	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1138130	Caribbean	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	216780	Central_x0020_America	0	0	0	0	0	34	637	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	85409951	USA	260	0	126505	182010	147098	0	3288480	508498	3680314	172	0	0	36	10002	0	0	761932	20925010	863863	3119594	0	1630505	11068	0	0	0	0	0	184008	110059	0	77142	0	0
7	3902743	Mexico	0	0	0	0	889	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	3554820	Canada	0	0	39	39	117	73546	0	0	215788	486	0	82	0	20	230553	405	1674	85778	118	272324	0	125592	1385	294	0	97	0	0	17686	78	0	1223	0	0
10	14476184	European_x0020_Union	0	0	3	0	0	0	0	173	0	0	99	104	4277	20	0	49	7014	110	0	22	0	8	0	17	1510	0	35	0	0	0	0	14	0	0
11	404183	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	7312	0	20	11857	0	0	0	2001	400	0	854	14748	0	251	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
12	342819	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	430867	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	6544	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	300781	Switzerland	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	61826	Central_x0020_Asia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	1101602	Iran	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	564	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
19	557219	Russia	0	0	0	0	0	0	0	0	0	0	0	0	0	3864	0	0	0	288	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	1789938	Western_x0020_Asia	0	0	0	0	0	0	0	0	1514	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	77636414	China	0	0	592	0	22	54640	0	968	10300	0	18	0	0	0	0	612	312	0	198022	371198	0	17332	0	4	16	30	0	0	0	0	8	1352	12	0
22	1823824	Korea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1350	0	1	0	0	0	0	0	0	0	0	0	0	0	6	2	0
24	4311751	Japan	0	0	0	0	0	69	0	1	1	0	0	0	0	0	0	0	0	220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	6876382	India	0	0	0	0	0	11	0	1	167	0	0	0	0	0	0	19	92	636	580	0	0	49	766	0	0	38	0	0	0	0	0	19	0	0
26	4569235	South_x002D_Eastern_x0020_Asia	0	0	0	0	0	53	0	22	32	0	1	0	2	0	0	0	191	1346	1	23	82	0	180	5	0	0	13	0	0	0	2	5	2	4
27	162701	Southern_x0020_Asia_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	349495	Eastern_x0020_Africa	0	0	0	0	0	0	0	0	12801	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	100	0	0	0	0	0	291	0	0	0
29	25198	Middle_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	220167	Southern_x0020_Africa	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	21	258	0	2	0	12	0	1025	181	0	17	0	0	0	0	0	0	0
31	543274	Western_x0020_Africa	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	65	Algeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	416612	Egypt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
