data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Micronesia	Melanesia	
21	China	0	0	2994	64	10	694	0	68	4666	0	36	0	2	0	0	220	264	0	179990	282382	2	51874	12	4	6	90	2	42	0	0	2	1862	62	0
22	Korea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Japan	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	74	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	India	0	0	0	0	0	200	0	0	18	0	0	0	0	0	65107	0	19281	142	23368	12228	0	77244	44647	41	0	30	0	0	0	0	0	39	0	0
26	South_x002D_Eastern_x0020_Asia	0	0	0	0	0	129	0	170	5	0	11	0	8	0	0	0	465	420	1	9	70	0	26	5	0	0	20	0	0	0	1	9	0	7
27	Southern_x0020_Asia_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
28	Eastern_x0020_Africa	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3612	0	0	0	0	5	0	0	0
29	Middle_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	Southern_x0020_Africa	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	48	0	4627	556	0	100	0	0	0	0	0	0	0
31	Western_x0020_Africa	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	Algeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	Egypt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	Morocco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	Northern_x0020_Africa_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	Australia_x0020_and_x0020_New_x0020_Zealand	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2784	86	210	0	46	0	0	0	0	0	0	0	0	0	0	0	1207
37	Micronesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	Melanesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
