data	data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	North_x0020_America_x0020__x0028_other_x0029_	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Micronesia	Melanesia	Polynesia	
11	8354524	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	17485	72965	11507	0	0	0	171006	0	0	0	435078	1237	0	91518	22797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	62784	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	6467827	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	180047	7912	0	0	17789	120	671	3193	6407	0	0	0	0	26	0	0	0	0	20	0	0	0	0	0	0	0	0
15	938485	Switzerland	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	1237080	Central_x0020_Asia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	5842965	Iran	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	3924557	Russia	0	0	0	0	0	0	0	0	0	4230	62	0	0	0	1813	0	0	46908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	12659506	Western_x0020_Asia	0	0	3	0	1	4	0	25	0	6095	19	2	113	1	1	10257	6	0	0	0	0	24	0	358	770	151	1	10	3	54	0	230	0	0	0	0
21	314060418	China	0	0	0	0	0	42	0	45912	0	7216	0	0	0	5572	0	125822	130	0	0	6535744	1430420	0	1682150	260	0	0	0	0	0	0	0	0	0	0	0	0
22	13994921	Korea	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	54	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	16837456	Japan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	18961231	India	0	0	1	0	0	0	0	0	0	14312	0	0	0	0	0	0	0	276477	522914	286550	733	0	1526406	353047	6957	0	1	0	0	0	0	0	1516	0	0	0
26	35989317	South_x002D_Eastern_x0020_Asia	1	0	252	0	3	60	0	0	0	11	0	17	0	0	0	0	0	44	2188	215	9114	7	0	2031	3	0	4	0	0	5	0	0	6	0	0	0
27	7188014	Southern_x0020_Asia_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	387	0	25	0	0	0	0	0	0	0	0	0	0	0
28	19211413	Eastern_x0020_Africa	30000	0	0	0	0	20500	0	0	0	610	0	0	0	0	0	0	0	1207	18396	0	0	0	0	0	0	13535	45915	0	0	0	0	4336	0	0	0	0
29	3513776	Middle_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	8492509	Southern_x0020_Africa	510	0	0	0	0	1	27466	0	0	330	0	0	0	0	0	0	0	311	10	0	0	0	4170	0	34764	3455	0	392	0	4	0	0	36	0	0	0
31	11950069	Western_x0020_Africa	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0
32	2319087	Algeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	11079802	Egypt	0	0	0	0	0	0	0	0	0	3068	0	13	1826	0	0	0	20	345	0	0	0	0	0	0	0	0	0	0	0	0	0	36	15	0	0	0
34	1961776	Morocco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0
35	1300226	Northern_x0020_Africa_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	455416	Australia_x0020_and_x0020_New_x0020_Zealand	4	0	0	0	2	10	0	0	0	134	0	0	0	0	0	0	0	306	42	0	492	0	117	0	0	0	20	0	0	0	0	0	0	1	208	15
37	91	Micronesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	15354	Melanesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	5762	Polynesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
