data	data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	North_x0020_America_x0020__x0028_other_x0029_	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Micronesia	Melanesia	Polynesia	
1	21793110	Argentina	0	23222	2678436	26409	634	32030	1454	219	0	2696745	174	495	20791	0	0	0	1431	2265344	119042	248906	373418	4716	1756740	141	74283	9943	1176486	44983	1070479	1089764	947091	381310	2	0	0	0
2	53494548	Brazil	783	0	18435	71438	2	1753	1037	0	0	7185764	0	0	0	4842	0	2723790	0	186105	0	677579	54142	0	0	0	0	82	1	2	0	0	0	0	7700	0	0	0
3	18228106	South_x0020_America_x0020__x0028_other_x0029_	4753	1358834	0	47693	225	65945	691	317	0	119373	0	0	1	143033	0	0	0	21375	276	10	1243	0	15	532	5228	0	0	0	0	0	0	0	0	0	0	0
4	3031997	Caribbean	0	0	1431	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	6361124	Central_x0020_America	15	0	794	0	0	10	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	331536482	USA	1656	292	4997743	2192098	2697501	0	8233028	2578944	34	84948	681	867	5984	130	0	333541	12753	4603466	8559570	4575404	14962300	1084	358611	3176	3069	6180	823	24422	1235306	3746734	889051	841055	20591	0	294	5747
7	31777544	Mexico	11	0	5543	45	165353	93248	0	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	14274213	Canada	0	0	3	535	11	135563	0	0	2	7724	91	16768	0	0	0	287545	0	4621	20	0	4333	0	0	0	0	0	0	0	0	8	28574	0	0	0	0	0
9	52	North_x0020_America_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	59325963	European_x0020_Union	13	0	671	25	0	673	2	94	16	0	20708	44622	133129	154440	36	40	17422	318056	158	0	1091	0	19	143	3	45	95	154	11655	13	2200	189	44	0	7	0
