data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	North_x0020_America_x0020__x0028_other_x0029_	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Micronesia	Melanesia	Polynesia	
1	Argentina	0	36620	2417915	127814	488	26941	3111	0	0	961174	98	228	167	0	0	36	551	1417167	336	14173	74470	1875	2801721	203	146722	42333	996478	107453	828953	42144	209787	132685	0	0	0	0
2	Brazil	175	0	39626	0	6	1111	1469	0	0	977115	0	0	18	0	0	1770337	25500	121927	0	910453	21	0	0	0	50715	611	14208	6	0	0	0	24700	0	0	0	0
3	South_x0020_America_x0020__x0028_other_x0029_	63205	1068881	0	276231	443	56296	6	31	0	31920	0	0	0	88906	0	0	0	19	252	0	1103	0	13	213	0	0	3	0	0	0	0	0	4	0	0	0
4	Caribbean	0	0	6995	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	Central_x0020_America	0	0	0	0	0	17	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	USA	887	163	4272086	2064301	2740312	0	7857460	1922648	43	48240	395	731	233	228	14	0	19867	3626543	9015852	6052345	16255350	1204	1032631	4079	152880	10018	41900	28925	1191269	3940480	1188580	778429	22314	0	3	10214
7	Mexico	40	1	41553	148	7831	3461	0	2	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	322	130389	0	1	0	0	0	0	0	0	0	0	0
8	Canada	0	0	3	61	12	83265	0	0	1	180	148	5436	0	0	0	108721	0	4006	0	0	0	0	0	20	1550	0	0	6	21860	1	0	0	0	0	0	0
9	North_x0020_America_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	European_x0020_Union	14	0	145	0	0	288	14	57	14	0	14522	21141	27395	44814	20	482	28146	89401	274	0	1131	0	29	716	0	3048	4	140	6856	1	8962	22124	9	0	3	0
