data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	North_x0020_America_x0020__x0028_other_x0029_	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Micronesia	Melanesia	Polynesia	
1	Argentina	0	99201	2901345	126404	9756	11865	0	28	0	1732894	74	397	9020	0	0	0	583	2939453	235210	213595	67096	1108	2337756	413	89313	26072	73091	161193	1032121	1518088	724381	450643	0	0	0	0
2	Brazil	112	0	8297	0	1	4884	148	0	0	99021	0	0	0	0	0	700381	0	0	115112	163564	23947	0	0	0	0	470	11631	4	0	0	0	0	0	0	0	0
3	South_x0020_America_x0020__x0028_other_x0029_	214	447139	0	32037	460	40879	0	202	0	22389	0	0	1	19	0	0	0	0	2106	0	1429	0	7	123	0	0	2	0	0	0	0	0	1	0	0	0
4	Caribbean	0	0	14860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	Central_x0020_America	0	0	1921	0	0	16	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	USA	531	440	2971434	1808474	2574873	0	5825360	2183491	8	51062	2509	1057	85	503	13	10	8697	1985148	9759244	2182955	14851010	2296	145500	3885	57316	81	3195	42353	1016395	3650065	802209	185342	1613	0	1	12518
7	Mexico	33	1	2804	145	18408	4983	0	2	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26638	0	0	0	0	0	1	0	0	0
8	Canada	0	0	45	345	1	211338	0	0	15	693	0	17296	0	0	0	0	0	3	14	175	0	0	35	0	3	0	0	94	0	1	34623	0	0	0	0	0
9	North_x0020_America_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	European_x0020_Union	16	0	169	2	0	225	0	62	18	0	9159	19694	59140	69227	14	2	13200	167143	74	1	1137	7	0	286	138	30	0	130	81378	65336	18345	148429	8	0	5	0
11	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	5935	76693	0	0	0	544526	0	0	21271	7368	105	516773	141595	513843	0	0	0	0	51524	0	0	0	0	3425	228752	179395	0	405758	0	0	0	0
12	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	26	0	0	0	56413	0	0	0	1557	0	134	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
