data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	North_x0020_America_x0020__x0028_other_x0029_	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Mongolia	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Micronesia	Melanesia	Polynesia	
13	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	2	0	0	0	0	12	0	0	0	474409	992	0	0	0	0	661	3904	28290	0	0	0	0	0	0	0	0	0	0	0	9223	0	5040	37392	0	0	0	0
15	Switzerland	0	0	0	0	0	11	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	Central_x0020_Asia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	Iran	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	Russia	0	0	0	0	0	0	0	0	0	9055	1	0	0	0	5007	0	0	100596	0	0	300	0	0	0	0	0	0	0	0	1971	74592	5500	0	0	0	0	0
20	Western_x0020_Asia	50	0	1	0	0	472	0	0	0	10030	8	0	187	0	352	9668	1	0	78	68	0	47	452	0	1389	903	85	0	19	84	3449	0	1398	0	0	0	0
21	China	0	0	0	0	0	1732	0	1118	0	13850	0	0	0	12638	0	0	0	0	0	195212	0	4616	0	56	372	0	0	0	4	0	0	0	0	0	0	0	0
22	Korea	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23	Mongolia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Japan	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	India	0	0	0	0	0	160	0	53	0	8973	0	0	0	16800	0	0	0	691819	1125040	9357	0	58729	0	1809529	290905	66481	100	25	899	0	90	0	0	19853	0	0	0
26	South_x002D_Eastern_x0020_Asia	3	0	115	0	0	3	0	5	0	0	0	0	0	1	0	0	0	34	93866	18556	0	9981	11	0	2748	3	0	10	0	0	54	0	0	9	0	1	0
27	Southern_x0020_Asia_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	17	0	0	0	0	0	1405	0	0	0	0	0	0	0	0	0	0	0	0	0
28	Eastern_x0020_Africa	0	0	0	0	0	0	0	0	0	2037	0	0	0	0	0	0	0	25	0	0	0	32	0	0	0	0	17438	28342	0	0	0	0	15232	0	0	0	0
29	Middle_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	Southern_x0020_Africa	468	0	69	0	0	23	0	0	0	1121	0	0	0	0	0	127435	0	27695	412	0	0	0	0	48656	232	836457	14928	0	20667	0	76	0	1	27	0	28	0
31	Western_x0020_Africa	92	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
32	Algeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	Egypt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	Morocco	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0
35	Northern_x0020_Africa_x0020__x0028_other_x0029_	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	Australia_x0020_and_x0020_New_x0020_Zealand	2	0	5	7	15	0	0	0	0	104	0	0	10	0	0	0	0	133	92	20742	0	726	5	208	1	0	0	23	0	0	0	0	0	0	0	1721	58
37	Micronesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	Melanesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	Polynesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
