data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	North_x0020_America_x0020__x0028_other_x0029_	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Mongolia	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Micronesia	Melanesia	Polynesia	
1	Argentina	0	28991	2811449	2793	881	53032	2840	0	0	3807698	356	0	17242	1239	0	1958548	1546	2022910	16228	81	0	90207	6224	327295	0	71427	4458	57013	122657	1264199	1185691	968920	565210	99	0	0	0
2	Brazil	2781	0	434296	0	0	3170	1468	0	0	3668309	0	0	0	57557	0	468963	0	486379	380456	319229	0	14	0	408450	0	0	8339	3	7	79163	59755	172947	64685	6919	0	0	0
3	South_x0020_America_x0020__x0028_other_x0029_	122291	618417	0	25283	111	57456	115	579	0	25817	20	0	3	3	0	0	0	80	220	3015	0	1488	0	0	109	7127	0	5503	0	54091	0	0	0	0	0	0	0
4	Caribbean	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	Central_x0020_America	25	0	0	0	0	2	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	USA	2197	737	4374803	2250679	2420065	0	9185917	2683514	30	172802	2518	4358	102	186	45	129755	14371	2621226	6558902	8079682	0	15189730	913	185913	7022	629	18706	2832	4145	318201	2441353	351724	304990	3546	0	0	4797
7	Mexico	1	1	1680	66	52727	4150	0	1	0	43	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	Canada	0	0	12	370	33	399167	0	0	1	15177	0	10279	0	155	0	191644	18	125645	406	0	0	0	0	1679	0	0	0	0	0	84543	0	24870	29437	0	0	0	0
9	North_x0020_America_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	European_x0020_Union	168	0	693	0	1	13586	0	101	12	0	23663	79357	151834	99432	52	147	17967	374873	206	110513	0	25291	0	0	90	241	145	50	2950	180501	38891	56883	81252	51	0	2	0
11	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	1270100	0	0	16743	9748	13076	84209	317232	554826	0	0	0	0	0	1648	0	0	10	0	0	61888	175997	6599	106420	0	0	0	0
12	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
