data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	North_x0020_America_x0020__x0028_other_x0029_	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Micronesia	Melanesia	Polynesia	
1	Argentina	0	15621	2062847	192	2274	38448	0	0	0	1593128	0	205	1	482	0	385787	296	1877558	352884	814609	221620	413	16144	0	135199	13329	227181	112191	198857	995415	235993	348010	0	0	0	0
2	Brazil	550	0	111948	52	21	572	570	0	0	392216	0	0	0	0	0	341512	0	66650	10000	801820	382323	0	0	0	246368	89	133225	11	72270	0	150414	41379	0	0	0	0
3	South_x0020_America_x0020__x0028_other_x0029_	40	49200	0	4069	69	1062	0	20	0	5180	0	0	0	0	0	0	0	0	142	0	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	Caribbean	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	Central_x0020_America	0	0	76	0	0	753	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	USA	754	39155	2901240	1666438	1872261	0	5601418	4148793	8172	208614	194	10896	142	699	0	62999	14054	3473836	8921812	856638	15179700	174	172270	1925	302283	77843	415479	67355	1320243	3741529	416110	480991	48985	0	0	4915
7	Mexico	0	0	4054	87	19920	98414	0	3	0	26	0	0	0	19959	0	0	0	0	0	0	0	0	0	0	0	0	21965	0	0	0	0	0	0	0	0	0
8	Canada	0	0	39	1930	0	235750	0	0	0	945	0	0	0	0	0	0	0	461	0	0	30	0	39	0	570	0	15000	0	0	0	23	142	0	0	0	0
9	North_x0020_America_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	European_x0020_Union	6	15	255	294	29	790	0	293	0	0	5783	15851	180201	36781	3	56559	180592	406840	158	95	907	0	0	44	9622	26048	231	2005	40201	2633	93219	21504	9	22	3	0
11	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	10824	0	23001	0	0	0	95292	0	65	0	0	138	0	89314	62050	0	0	0	0	0	0	0	0	0	887	63114	53614	0	50590	0	0	0	0
12	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	323761	31	47	0	0	87	0	1174	5827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	Switzerland	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
17	Central_x0020_Asia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5416	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	Iran	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	Russia	0	0	0	0	0	0	0	0	0	0	33	0	0	0	35	0	0	1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	Western_x0020_Asia	0	0	0	0	0	2	0	0	0	6627	0	1	6	1	422	889	10	0	0	0	60	0	0	110	17	0	1	1	14	24	0	63	0	0	0	0
21	China	0	0	0	99990	0	0	0	0	0	0	0	0	0	0	0	101168	13548	214244	0	12556230	632922	0	8373548	473008	257096	0	430318	0	0	0	0	0	80	0	0	0
22	Korea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Japan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	India	0	0	0	0	0	10	0	0	0	40	0	0	0	0	0	0	0	952	240	79	22	0	8114	68842	0	0	0	0	0	0	0	0	0	0	0	0
26	South_x002D_Eastern_x0020_Asia	0	0	20	0	0	118	0	0	0	21	0	0	0	0	0	0	60	52	65526	0	7911	1	0	4549	18	0	0	719	0	1	0	0	8	1	0	0
27	Southern_x0020_Asia_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	Eastern_x0020_Africa	0	0	0	0	0	181	0	0	0	2825	0	0	1	32	0	0	0	1568	0	0	0	0	10000	76	0	3446	2971	0	0	0	0	6975	0	0	0	0
29	Middle_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	Southern_x0020_Africa	501	0	391	0	0	43	0	0	0	1569	0	0	0	9	0	0	323	15554	344	373	50403	0	1204	0	662604	16681	0	777	448	286	990	110	11	0	0	0
