data	data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	North_x0020_America_x0020__x0028_other_x0029_	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Mongolia	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Melanesia	Polynesia	
1	Argentina	0	4167960	1141191	0	0	1100	0	634	0	13320	0	300	0	1639	0	72838	0	241176	46	0	0	0	195690	100626	471397	605117	154767	727192	294924	346363	35552	200455	0	0	0	0
2	Brazil	13	0	93	0	0	41	0	123	0	1424	0	0	0	0	0	0	0	0	0	0	0	0	55349	59264	299983	0	27951	0	0	67707	0	106034	27158	0	0	0
3	South_x0020_America_x0020__x0028_other_x0029_	20399	594911	0	0	0	245	0	4	0	3504	0	0	0	7000	0	0	0	0	0	0	0	3	0	0	57499	0	0	0	8144	0	23798	0	0	0	0	0
4	Caribbean	0	0	1	0	0	0	0	0	0	4187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	Central_x0020_America	0	0	0	0	0	3098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	USA	0	874243	2731283	1239458	1216646	0	2806543	24436	0	734793	19	660	9	0	0	1645231	0	2897335	1517432	1360853	0	3676021	32	3252790	414143	443544	65933	333308	2643426	309634	2160589	160557	56888	144	0	0
7	Mexico	0	0	49150	21967	44933	73793	0	0	0	219812	0	1	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	888457	0	0	99515	0	0	0
8	Canada	0	305965	1554839	360412	33000	2401245	475406	0	0	1338597	53	908	20	49366	0	1271702	0	472429	18128	146157	0	1190876	0	1773659	1654132	153674	36962	155606	317818	908472	225625	378231	546799	20383	0	0
9	North_x0020_America_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	European_x0020_Union	167	0	130639	124391	2123	21243	0	30	8170	0	55629	292047	594991	305082	2	1252059	4776	2597174	6	20	0	3459	0	26127	904898	893926	441413	234267	1201423	4265565	690811	2896717	1237631	7	0	0
11	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	5221	0	0	0	0	2844795	0	0	196	25850	20450	80234	3965	1370030	0	605020	657	0	0	204127	387994	194269	0	0	18186	112147	1045626	43004	536852	0	0	0
12	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	0	1668	205	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	Switzerland	1	0	0	0	0	0	0	0	0	1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	Central_x0020_Asia	0	0	0	0	0	0	0	0	0	363176	50499	157937	29886	54008	0	212948	147714	1118975	0	748	6762	1	0	0	384141	9596	0	0	0	0	744207	11278	557083	0	0	0
