data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Mongolia	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Melanesia	Polynesia	
Argentina	0	5483883	1035861	0	0	1	0	0	38253	0	73	0	1117	0	727635	0	781912	0	0	0	0	0	115741	80401	94059	48852	252570	60655	45648	61773	73631	149544	0	0	0
Brazil	99	0	899	0	0	29	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
South_x0020_America_x0020__x0028_other_x0029_	63	14035	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caribbean	0	0	225	0	0	0	0	0	20822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Central_x0020_America	0	0	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USA	7700	674793	2204219	940690	1037755	0	2484197	14164	1516075	0	14091	59299	1419	30000	0	35927	1406266	2285476	1323358	0	3100337	1073	2474417	398225	465114	57531	70813	2008740	262589	1964569	65106	182063	0	0	49
Mexico	0	0	49611	0	0	13224	0	0	0	0	0	0	322985	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	53798	0	0	0	0
Canada	0	64541	1734140	243231	183797	1766640	716948	0	877314	0	25781	0	92781	0	141311	32999	137007	422390	149407	0	1404155	0	1432896	86689	47368	46045	10999	499012	1134565	0	527848	615160	20744	0	0
European_x0020_Union	47	93168	61611	369955	0	85693	50	453	0	31698	201166	366720	152454	57	0	4783	962843	0	11000	0	1262	0	216810	144196	120399	395294	346372	996066	2531394	1965126	1174511	671871	48100	569	0
Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	119465	197780	216423	0	120429	0	182084	4595576	0	611	6141	52540	550	0	2156	547506	0	345383	0	9655	0	69672	0	78268	0	72765	186778	334493	450243	393767	502696	0	0	0
