data	Argentina	Brazil	South_x0020_America_x0020__x0028_other_x0029_	Caribbean	Central_x0020_America	USA	Mexico	Canada	European_x0020_Union	Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	Switzerland	Central_x0020_Asia	Iran	Russia	Western_x0020_Asia	China	Korea	Mongolia	Japan	India	South_x002D_Eastern_x0020_Asia	Southern_x0020_Asia_x0020__x0028_other_x0029_	Eastern_x0020_Africa	Middle_x0020_Africa	Southern_x0020_Africa	Western_x0020_Africa	Algeria	Egypt	Morocco	Northern_x0020_Africa_x0020__x0028_other_x0029_	Australia_x0020_and_x0020_New_x0020_Zealand	Melanesia	Polynesia	
Argentina	0	5619963	1060818	130853	0	0	0	0	10577	0	1365	0	0	0	0	0	326265	0	0	0	0	145057	287078	162804	639819	162266	419072	284972	288596	57750	48234	0	0	0	0
Brazil	6	0	299	7	0	139	0	539	987	0	0	0	1	0	0	0	0	0	0	0	1	39901	0	0	0	1	0	0	39050	0	23546	0	0	0	0
South_x0020_America_x0020__x0028_other_x0029_	1528	313118	0	0	0	34	0	11	1851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22102	0	0	0	0	0	0	0	0	0	0
Caribbean	0	0	0	0	0	0	0	0	7755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Central_x0020_America	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USA	0	404422	2845227	1206232	1326821	0	2521652	25514	1764734	40	0	0	0	0	0	0	2995083	2637282	1289742	25000	3277964	0	3296422	630985	554480	105833	629502	2817998	667204	3119708	1008448	110173	31211	0	0
Mexico	0	0	68588	0	5500	65559	0	0	238831	0	0	0	0	0	1	0	0	0	0	0	27500	1	0	0	0	0	0	0	133213	0	0	30000	0	0	0
Canada	0	341358	1931159	375605	52106	2291461	818633	0	1858546	476	1339	0	11439	0	0	0	1208574	12316	94932	0	1131917	314598	2788863	1339920	82829	71467	403647	242853	636708	63001	606342	862522	15221	0	0
European_x0020_Union	1	0	18	3342	0	164	0	7	0	8423	252769	169118	222674	0	0	493	470600	126	0	0	3598	96470	2259	5269	187847	387701	63504	1134793	3051276	190456	1701312	490415	20	149	0
Eastern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	311	7866	26973	0	0	545464	0	0	0	507865	116	0	413	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Northern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Southern_x0020_Europe_x0020__x0028_non_x002D_EU_x0029_	0	0	0	0	0	50	0	0	418069	1	0	0	36168	0	0	5	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Switzerland	1	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Central_x0020_Asia	0	0	0	0	0	0	0	0	604272	188948	126054	4465	9634	0	153256	459604	2199352	0	1425	26083	0	65262	3009	151115	31550	0	0	0	15088	352442	40041	792726	0	0	0
Iran	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Russia	0	0	0	0	0	0	0	0	1342608	302051	4018	252126	4088	11440	0	0	4348086	0	72	34709	0	1242272	82234	732032	599556	8349	0	66852	19878	3871572	149924	1372243	0	0	0
Western_x0020_Asia	0	4	0	0	0	0	0	6	115957	0	1	87	7	1	893	0	0	0	30000	0	0	0	0	0	210	3	0	11	0	299854	0	247287	0	0	0
China	0	0	0	0	0	6380	0	0	0	0	0	0	0	0	0	0	52326	0	1972400	4000	33894	0	2502494	101826	0	0	0	0	0	0	0	0	0	0	0
Korea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mongolia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Japan	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
India	0	0	0	0	0	40	0	0	2	0	0	0	0	0	0	0	22	24	0	0	0	0	0	159	1	0	0	0	0	0	0	0	1	0	0
South_x002D_Eastern_x0020_Asia	0	0	0	0	0	1146	0	0	1031	0	22	0	0	0	0	0	1289	2060	12147	0	14004	0	0	0	33	0	0	192	88	0	0	0	45	44	80
Southern_x0020_Asia_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77563	0	0	0	0	72314	140447	0	1000	0	0	0	0	0	0	0	0	0	0
Eastern_x0020_Africa	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	16750	1867	0	0	0	6	0	0	0	0	16312	5780	0	0	0	0	1	0	0	0
Middle_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Southern_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	6424	0	0	0	0	0	88	0	0	0	0	44	34	48894	0	0	0	0	0	0	0	0	0	0
Western_x0020_Africa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Algeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egypt	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	7137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morocco	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0
Northern_x0020_Africa_x0020__x0028_other_x0029_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Australia_x0020_and_x0020_New_x0020_Zealand	0	0	1002	0	0	987	0	1	21557	0	0	0	0	0	0	0	607451	112632	784626	0	951565	344416	2579753	45990	317	0	0	212	0	287091	0	438235	0	333578	0
Melanesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Polynesia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
